City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City237,15753,50.0,63.2,461.8,50.1,48.9,57.7,67.4,75.4,66.2,65.5,336.5,65.5,58.9
City238,348375,1036.0,64.4,481.6,57.1,39.8,38.6,33.7,57.2,40.1,57.2,235.2,29.8,77.3
City239,106244,303.7,31.1,662.3,42.5,46.5,27.6,22.6,66.4,28.3,34.1,108.3,43.0,59.4
City240,885056,668.7,21.5,715.7,36.0,52.5,18.1,23.5,52.1,18.3,32.2,129.0,41.0,46.4
City241,88474,216.5,35.6,488.1,33.1,49.6,46.3,46.2,74.0,44.6,63.7,246.1,41.8,58.1
City242,228517,89.0,84.1,140.3,94.2,55.7,83.9,82.3,85.6,70.5,88.6,354.8,61.0,94.7
City243,544151,602.5,21.4,601.8,33.6,25.8,28.8,28.0,68.6,42.4,39.6,97.4,38.8,74.7
City244,901718,536.6,30.6,690.9,39.4,25.7,42.1,32.2,65.1,33.8,23.8,137.6,23.3,81.0
City245,49990,785.6,50.0,541.2,32.0,54.5,38.4,34.0,64.0,33.5,31.8,242.9,33.3,57.7
City246,167996,240.8,43.0,689.8,26.8,39.9,27.8,29.9,57.3,37.8,29.7,194.4,34.8,47.7
City247,138009,119.1,33.1,591.1,35.2,41.0,29.2,35.6,65.7,40.6,42.0,186.6,26.1,55.5
City248,107509,50.0,18.2,563.3,47.3,57.4,22.0,27.3,60.4,19.3,18.9,96.4,26.3,50.8
City249,3177597,654.1,30.9,676.2,27.9,45.4,36.9,34.8,66.7,17.2,16.1,164.9,35.4,75.6
City250,473058,406.9,58.9,309.7,58.1,56.9,69.1,58.1,72.3,58.4,59.6,317.0,54.3,68.5
City251,45924,76.8,30.8,661.9,45.5,32.6,45.5,36.8,61.1,59.1,30.8,246.9,37.4,72.8
City252,969956,128.2,11.8,574.1,33.8,28.1,13.7,19.2,51.2,21.0,16.7,87.4,17.5,69.8
City253,5235739,139.8,43.1,358.0,34.6,57.6,45.7,38.1,65.9,38.0,46.9,264.7,43.6,79.2
City254,1138760,50.0,85.4,360.6,86.3,67.4,80.2,81.8,81.3,74.2,85.0,367.4,71.8,79.2
City255,31980,91.7,77.6,475.6,49.3,76.0,76.9,66.6,77.9,56.8,76.9,335.3,62.2,88.9
City256,136226,62.8,24.7,691.4,35.7,48.9,28.3,33.5,55.0,39.6,38.9,172.4,30.1,67.6
City257,1581169,149.2,39.3,542.9,17.0,34.4,20.0,12.4,58.6,12.0,31.3,58.9,21.5,44.2
City258,99634,100.8,50.1,333.2,52.9,57.0,53.4,57.0,64.4,70.9,68.2,381.0,71.5,61.2
City259,499492,50.0,50.5,347.5,62.7,44.6,53.6,52.2,63.8,69.5,64.0,236.8,58.1,65.3
City260,793721,2771.4,12.6,726.3,6.9,27.2,8.1,16.3,40.0,31.5,10.5,39.3,22.5,35.5
City261,73298,1100.0,55.9,424.6,69.1,46.1,55.8,56.0,70.9,55.7,63.3,294.7,60.2,65.4
City262,246881,96.1,23.4,654.7,38.3,32.1,19.4,23.0,65.6,26.4,18.0,111.4,23.3,73.6
City263,10000,339.3,36.2,661.0,31.5,63.3,28.5,13.1,57.5,8.9,20.6,137.7,14.6,78.9
City264,63950,403.8,22.4,731.9,44.1,49.7,38.7,21.6,56.5,26.4,39.7,220.5,25.4,57.8
City265,188415,1021.8,49.0,644.2,47.1,73.1,48.3,39.7,75.9,50.4,56.5,204.3,52.7,74.1
City266,46774,91.6,34.7,564.7,28.2,34.3,19.8,27.6,57.9,27.3,45.6,132.6,18.4,54.9
City267,2637589,907.3,71.3,323.3,64.0,75.6,72.7,81.4,82.2,67.2,63.6,375.1,80.1,74.3
City268,36235,126.8,47.1,416.1,48.9,44.0,53.3,53.3,69.3,50.5,42.7,311.8,48.5,69.3
City269,144920,50.0,38.7,584.0,39.6,57.0,20.9,23.2,65.1,14.3,11.3,90.0,29.7,53.7
City270,322235,583.5,67.0,373.1,48.4,78.8,50.6,53.1,78.6,66.6,45.0,342.2,52.1,75.8
City271,2018333,1151.6,42.3,589.6,53.4,63.8,61.0,56.7,69.6,44.3,60.1,234.3,55.9,60.6
City272,35946,5461.6,50.8,563.1,30.9,32.9,36.9,48.0,53.8,42.0,36.2,229.5,50.9,58.5
City273,1367410,58.0,44.8,595.3,42.0,62.7,36.4,46.7,63.5,25.5,39.5,255.7,50.9,51.3
City274,272209,566.1,55.7,296.2,57.9,63.3,62.7,56.2,73.0,65.9,55.4,311.3,53.8,59.8
City275,67906,149.6,37.8,565.3,35.0,29.5,40.6,40.5,56.7,32.7,31.8,192.1,31.6,61.1
City276,512443,626.4,75.8,342.9,64.9,62.7,77.9,84.9,81.0,71.4,86.8,396.8,72.2,85.1
City277,354577,50.0,42.8,469.4,32.2,41.8,29.0,44.6,52.9,25.9,53.1,191.5,19.5,53.9
City278,115808,53.8,34.9,448.1,37.6,69.5,34.3,40.1,66.3,32.4,23.9,174.1,34.4,80.0
City279,295884,96.4,47.3,507.6,36.2,51.9,36.3,38.2,60.2,44.4,46.5,242.0,47.4,63.0
City280,156460,269.0,28.9,747.2,30.0,32.2,30.8,25.6,53.8,21.8,35.9,161.6,37.5,75.4
City281,314558,113.4,15.3,726.6,36.1,25.5,25.4,15.8,69.6,36.9,30.6,73.0,34.8,50.5
City282,678054,539.6,12.1,736.1,21.5,18.0,8.1,4.8,43.7,9.2,31.8,158.7,9.2,59.5
City283,2471716,839.1,52.8,379.8,63.6,59.5,46.0,52.9,63.7,43.9,49.1,302.5,52.0,60.2
City284,47432,502.4,58.7,386.9,62.4,68.0,52.4,61.0,68.0,49.4,58.4,278.9,57.0,97.6
City285,5316079,1707.1,62.1,592.0,60.3,78.2,63.9,62.1,77.2,53.7,58.3,326.8,56.4,95.5
City286,17449,403.0,58.9,571.4,57.7,48.3,77.6,62.3,76.5,60.8,61.6,326.1,60.1,75.6
City287,216967,56.8,12.7,548.5,31.1,51.1,28.1,20.6,54.1,21.3,24.1,119.8,31.7,56.2
City288,611484,1256.5,48.1,547.2,22.7,23.9,33.6,30.6,54.9,22.0,50.0,142.5,31.9,42.7
City289,397674,118.4,35.9,520.1,45.9,35.8,32.0,46.2,60.5,30.3,30.6,229.1,25.5,46.7
City290,112220,729.6,41.4,487.8,40.9,40.5,31.4,40.5,56.8,40.7,24.6,154.8,47.0,70.8
City291,200511,1617.2,51.9,466.8,43.0,62.9,55.3,41.9,70.3,51.1,54.5,247.4,41.1,64.8
City292,134564,423.3,64.1,367.8,53.5,65.8,65.1,56.5,69.4,57.4,42.2,302.4,62.8,68.6
City293,117581,50.0,21.8,814.1,21.6,53.5,29.6,22.2,64.7,18.8,22.7,84.0,22.4,73.4
City294,881555,81.3,12.4,862.0,39.5,49.5,5.1,17.1,53.2,9.7,6.5,40.0,34.1,42.9
City295,442334,1196.7,58.5,279.5,54.4,45.0,69.5,55.8,70.6,51.9,60.9,293.6,48.7,74.7
City296,101714,199.7,54.2,382.7,60.9,40.1,56.9,56.8,65.7,45.4,57.9,269.3,40.2,70.0
City297,945472,269.2,23.5,745.2,22.6,40.1,15.1,17.2,46.0,20.0,21.2,144.7,34.7,51.9
City298,412593,608.3,40.1,611.1,23.1,29.2,36.9,21.5,57.4,27.0,30.0,154.4,32.4,47.0
City299,837357,564.3,32.0,696.2,41.1,19.9,17.5,11.2,55.0,18.7,7.5,52.2,18.2,61.9
City300,647892,341.9,46.4,452.9,49.4,61.8,48.6,56.2,74.9,53.4,62.9,286.8,33.2,86.6
City301,84070,190.5,44.9,426.4,38.9,66.9,39.2,46.5,69.6,38.7,34.9,237.8,69.8,71.8
City302,122485,168.1,69.9,425.3,62.1,70.8,60.4,72.6,65.1,69.7,56.4,338.7,64.7,63.9
City303,763914,685.0,67.8,433.9,72.1,72.8,68.6,76.6,82.2,64.0,52.6,357.7,71.6,68.0
City304,630657,475.5,32.2,412.6,36.0,46.4,33.8,47.5,62.4,36.6,40.4,145.0,46.6,49.5
City305,260598,179.7,19.4,565.0,25.9,17.8,22.6,21.3,66.6,27.4,14.9,168.1,28.4,43.7
City306,316240,896.5,17.5,618.4,18.3,29.7,18.9,19.8,58.8,7.9,30.5,33.5,40.6,62.5
City307,1605154,209.6,16.8,641.9,27.2,37.3,13.5,13.0,50.0,10.5,16.4,103.8,12.3,43.9
City308,117219,88.1,29.8,715.9,34.3,27.1,20.4,24.4,57.6,27.5,35.5,162.4,51.9,81.9
City309,577195,98.4,49.1,675.5,32.6,57.2,28.7,30.4,66.2,38.0,41.2,175.6,43.5,77.9
City310,202183,75.6,38.0,641.2,45.5,54.5,27.3,33.8,63.0,29.6,41.4,222.5,27.3,55.4
City311,197846,176.5,72.2,653.5,50.9,64.6,57.1,65.8,75.2,57.3,74.3,289.4,65.6,78.3
City312,1249541,1075.4,54.9,343.2,54.8,35.6,40.6,59.4,62.9,54.1,44.2,260.0,40.4,77.6
City313,852205,93.1,66.9,443.2,62.6,57.6,73.0,71.4,81.3,62.4,59.8,375.0,56.4,74.0
City314,838117,306.8,31.9,510.4,33.7,64.7,34.7,38.7,60.7,23.0,36.2,143.4,33.1,66.1
City315,1668891,111.3,54.3,489.8,49.8,55.1,54.5,56.1,62.3,49.0,50.5,212.1,35.9,69.7
City316,276345,179.0,73.5,504.5,62.8,59.4,78.4,72.2,75.5,65.6,63.5,383.6,70.8,86.2
City317,697134,50.0,79.2,269.9,54.9,77.2,68.1,77.1,80.7,79.6,59.9,304.2,66.1,86.4
City318,173794,187.8,6.2,935.1,17.2,41.4,6.9,12.7,59.1,23.9,14.2,160.0,0.0,60.2
City319,422452,193.9,20.3,627.0,37.5,40.5,20.2,27.7,52.3,19.6,28.9,120.8,24.7,50.6
City320,223641,467.9,15.6,521.5,11.5,36.0,15.6,13.0,55.3,9.1,9.9,127.3,27.4,45.3
City321,307365,319.9,57.3,454.3,45.3,50.8,49.2,45.7,74.2,49.8,28.0,282.9,49.7,54.6
City322,617367,58.1,49.2,560.1,51.1,63.8,61.2,61.2,62.2,49.9,56.5,305.9,64.9,73.3
City323,85347,898.8,43.2,862.1,29.4,47.1,27.3,34.2,67.0,23.2,44.2,147.3,15.9,78.8
City324,5022016,314.9,53.8,298.6,68.0,73.5,48.3,63.9,60.4,59.2,44.3,301.2,60.8,94.7
City325,65616,310.5,37.2,713.7,31.7,41.3,43.0,45.1,67.5,35.7,27.5,170.2,32.9,44.6
City326,49027,242.0,33.9,662.1,34.7,36.9,26.7,18.4,58.5,16.9,33.2,111.1,42.1,81.2
City327,1357771,131.5,48.5,560.7,39.1,38.5,48.2,41.6,65.6,48.9,39.4,281.6,31.9,80.7
City328,812871,317.8,26.2,863.4,14.4,26.1,7.0,12.0,64.5,33.0,18.3,64.2,42.0,39.2
City329,642914,433.0,69.8,419.2,60.9,77.5,62.7,57.8,73.3,45.5,43.0,286.1,51.7,72.0
City330,646729,50.0,77.5,315.6,73.9,48.6,77.5,63.2,73.0,59.5,56.7,343.0,74.2,88.4
City331,263775,128.2,75.2,274.6,56.6,45.3,66.5,66.2,63.9,65.9,62.5,323.1,53.5,77.8
City332,76408,180.2,48.9,559.8,61.9,44.8,54.4,50.5,70.3,51.8,44.0,324.9,52.5,89.3
City333,298380,332.8,52.5,371.9,60.4,60.9,60.8,49.9,69.9,67.1,60.0,331.9,45.7,83.4
City334,103982,1024.5,37.4,610.3,41.5,58.1,31.7,26.2,60.5,36.9,25.0,178.4,34.1,69.1
City335,1050910,96.9,47.2,539.4,51.9,47.7,49.0,58.5,72.0,47.9,61.6,267.5,48.2,50.9
City336,218407,134.6,33.6,735.1,39.4,50.9,36.2,29.3,60.5,24.7,48.6,210.1,22.9,49.3
City337,84482,132.3,31.1,824.0,41.6,49.1,38.0,34.5,62.0,24.7,24.4,172.8,24.8,50.1
City338,171109,93.5,50.7,330.4,47.8,61.8,46.1,52.5,78.7,58.8,47.5,292.4,45.6,59.6
City339,478352,161.3,25.8,551.7,52.2,42.2,50.5,34.3,67.7,32.2,64.3,186.6,47.8,61.4
City340,121879,617.1,55.2,543.0,33.4,47.4,31.3,41.3,74.8,42.4,38.4,185.8,36.7,55.6
City341,84871,69.1,31.4,563.6,39.3,44.1,41.1,28.0,58.0,32.5,19.8,192.9,54.1,61.1
City342,377438,408.9,70.0,349.3,79.4,63.1,66.1,60.3,78.0,52.2,63.3,388.3,70.2,61.3
City343,378114,50.0,39.5,429.8,47.1,46.5,52.1,54.7,77.0,47.4,43.4,203.7,38.7,93.3
City344,131963,124.8,50.8,386.7,68.8,48.4,57.8,70.3,78.4,55.6,43.0,267.5,56.9,96.3
City345,138766,164.8,14.3,742.1,36.9,40.4,16.3,21.1,59.9,32.7,17.3,62.6,16.5,61.6
City346,371338,1825.9,30.4,585.8,41.2,41.8,28.5,24.2,68.3,43.3,50.8,136.5,49.2,85.8
City347,35336,176.0,58.7,394.9,48.1,59.1,46.7,48.8,66.3,52.3,51.6,300.6,47.0,98.1
City348,37404,50.0,55.3,438.5,69.8,64.7,55.2,51.4,77.4,58.8,71.6,296.1,56.8,81.8
City349,98142,50.0,37.2,586.2,43.1,49.9,34.7,36.4,67.6,33.9,30.9,172.1,21.8,59.2
City350,199022,254.9,73.3,377.9,69.6,49.5,63.8,75.6,79.9,79.1,73.6,357.1,81.2,97.5
City351,414683,511.1,29.2,853.0,31.7,35.8,14.0,19.7,52.3,23.3,36.1,132.3,33.7,34.0
City352,2116974,384.0,37.5,485.2,53.7,48.9,40.4,42.2,56.9,50.5,41.8,234.9,38.8,51.8
City353,891555,299.2,65.6,360.1,58.2,68.6,57.3,57.0,76.7,55.3,65.0,310.2,79.2,72.0
City354,214504,987.0,82.4,495.1,56.6,73.4,67.5,70.4,87.3,65.9,82.9,428.5,53.4,73.2
City355,261287,128.1,35.9,690.2,33.7,34.5,37.9,35.9,64.3,37.9,61.1,244.5,38.0,63.0
City356,65937,716.2,17.4,865.6,27.1,51.1,15.6,11.5,45.0,18.7,19.4,110.4,19.7,56.1
City357,261471,50.0,26.8,724.3,54.0,57.7,32.0,29.1,64.1,48.3,30.8,194.3,39.9,70.4
City358,179131,82.6,24.9,533.3,24.9,32.2,17.2,17.4,50.9,21.4,13.8,172.5,18.5,81.1
City359,421597,50.0,38.2,537.5,39.3,48.4,43.6,46.5,75.2,25.6,46.7,209.0,38.6,55.0
City360,84278,175.9,39.0,403.5,39.2,58.3,49.8,42.3,58.1,40.9,40.0,194.5,37.6,79.9
City361,555200,231.5,38.7,570.8,40.2,38.9,30.1,34.7,65.5,38.1,32.8,162.2,35.3,70.2
City362,2294061,280.6,61.9,399.4,44.4,38.3,45.3,59.1,70.6,59.7,46.7,351.6,63.5,70.4
City363,230437,263.6,69.7,469.5,55.7,42.4,46.8,62.0,73.6,52.8,64.3,324.8,41.6,63.8
City364,470897,80.4,52.7,382.7,52.2,43.2,46.4,57.5,73.9,53.8,45.4,266.0,40.3,82.1
City365,705175,194.7,56.7,406.5,55.6,74.9,42.3,49.0,70.6,46.4,36.2,211.9,35.0,48.0
City366,153015,50.0,33.4,692.4,29.1,61.1,38.9,31.7,59.6,52.4,45.5,183.8,38.6,80.2
City367,367224,1256.2,43.6,458.8,50.7,32.8,32.5,32.4,59.2,37.6,40.1,224.0,51.5,57.3
City368,273109,170.0,46.7,469.3,44.6,32.1,34.0,27.7,56.6,35.3,29.3,199.2,42.8,67.1
City369,307658,136.1,37.8,479.3,48.4,50.9,38.5,33.4,66.7,30.5,36.9,190.1,33.2,63.8
City370,90924,1647.0,22.0,783.3,29.0,35.3,23.2,32.8,63.5,20.5,41.0,189.2,30.9,69.0
City371,277704,55.1,42.0,465.8,46.2,63.4,44.1,47.7,64.5,52.6,40.7,264.2,51.0,77.3
City372,538852,63.4,52.9,395.4,51.1,43.9,41.9,52.1,66.6,35.0,56.7,241.0,41.6,57.6
City373,2046417,65.7,23.4,642.6,42.6,31.0,36.6,33.2,52.2,51.0,33.7,154.9,25.2,71.6
City374,1027849,225.6,37.2,746.7,34.3,24.2,15.1,23.0,49.9,34.8,30.0,177.8,24.4,68.8
City375,5468174,410.7,30.9,796.2,21.8,34.3,14.2,14.1,49.3,36.1,17.4,88.6,7.8,69.1
City376,91648,594.4,30.8,541.1,28.0,54.8,33.8,43.1,53.9,33.3,30.6,222.0,46.3,65.1
City377,910044,5358.3,42.4,568.9,34.3,44.1,30.7,25.4,72.0,24.3,39.3,216.2,28.8,52.2
City378,346860,50.0,59.3,458.9,62.9,56.0,63.9,62.5,74.0,57.6,72.6,338.4,55.2,90.1
City379,5755831,508.0,26.8,646.0,30.3,31.2,31.5,22.6,55.0,29.7,32.1,146.8,19.0,66.7
City380,86541,125.4,32.3,425.6,37.6,43.3,22.1,39.9,51.4,24.7,32.6,115.8,39.5,57.4
City381,82817,121.1,18.2,877.1,25.4,17.5,18.0,13.0,59.4,3.0,23.5,146.4,34.3,52.0
City382,115942,116.3,44.0,537.2,53.3,66.4,47.9,49.9,72.4,35.8,44.4,270.1,57.2,64.1
City383,13719,82.2,26.0,497.6,35.3,48.6,33.4,36.1,57.7,47.6,31.1,224.6,28.4,45.6
City384,128533,1847.2,47.4,629.7,46.9,58.6,54.7,49.2,66.8,50.2,35.8,183.8,72.0,55.5
City385,92708,672.3,28.6,628.5,32.4,46.3,40.4,37.7,73.4,29.4,27.3,181.8,42.7,54.0
City386,331224,251.6,57.2,462.6,44.1,48.5,53.1,59.7,78.2,45.2,66.5,321.5,34.2,85.2
City387,432985,1238.0,55.6,505.4,52.5,69.1,65.0,63.3,84.3,65.8,60.0,353.1,70.5,57.2
City388,3710358,50.0,36.1,662.8,55.4,27.8,28.0,26.2,47.8,25.8,20.1,187.4,44.4,56.4
City389,1015197,50.0,37.2,552.6,35.5,44.9,42.9,46.0,60.0,52.2,39.8,258.1,46.5,56.5
City390,119651,50.0,28.9,600.4,35.4,47.9,34.1,23.9,62.4,20.2,35.1,149.9,35.2,54.1
City391,76284,105.7,60.1,450.1,53.3,50.6,61.5,80.1,86.9,57.2,66.6,380.9,70.8,78.0
City392,534286,297.1,52.1,564.4,51.3,73.8,47.6,41.8,74.9,52.3,37.1,275.8,43.4,84.0
City393,42263,276.8,42.2,538.7,21.1,36.9,22.6,24.0,64.2,25.1,21.1,146.9,32.2,45.9
City394,3485221,292.7,31.8,706.9,41.0,69.6,39.6,36.7,55.8,37.7,50.3,230.1,36.5,70.1
City395,1398927,50.0,31.2,478.3,45.0,48.4,39.9,41.1,64.7,24.3,42.0,216.3,36.0,46.0
City396,139128,641.5,66.6,370.8,58.3,66.8,70.3,70.4,74.2,66.3,73.7,366.6,65.3,74.8
City397,24382,326.2,17.4,606.5,24.0,39.0,19.7,32.1,46.3,17.5,21.7,121.4,30.3,48.9
City398,1785879,589.7,43.9,416.3,49.7,60.5,37.3,50.5,71.3,41.1,34.7,204.2,35.3,61.4
City399,228580,50.0,48.6,427.5,48.4,35.4,53.6,46.8,75.7,65.9,35.8,283.6,80.6,65.9
City400,1518058,355.6,55.3,329.7,60.9,51.3,57.9,56.9,76.3,56.7,65.8,285.8,62.1,90.9
City401,28790,58.8,22.3,555.4,14.8,36.7,14.6,9.4,64.3,12.4,25.7,103.3,10.1,55.9
City402,115945,151.9,50.0,609.2,55.4,59.7,63.0,53.1,71.4,54.4,41.3,294.3,46.5,58.1
City403,270314,464.6,47.7,594.6,43.4,62.3,36.1,53.6,64.6,48.9,37.3,178.8,29.2,58.7
City404,286579,273.0,11.2,558.0,18.9,36.4,31.9,23.6,47.7,17.1,13.0,121.3,32.1,39.2
City405,142901,88.1,19.0,652.7,20.2,46.0,33.2,24.4,54.2,33.5,24.0,196.0,29.0,39.5
City406,641772,246.5,55.1,500.3,53.0,58.1,42.2,37.6,69.6,36.2,57.1,204.7,56.6,76.9
City407,60194,50.0,47.4,471.5,59.0,49.0,50.5,60.6,74.5,53.8,32.0,246.8,41.5,76.8
City408,219842,972.9,45.7,521.5,47.9,46.7,36.2,40.5,62.9,27.3,50.6,205.8,36.2,66.0
City409,317557,191.3,61.4,497.8,49.7,42.4,47.1,61.3,71.5,43.2,68.1,289.6,57.9,84.8
City410,551399,936.6,37.1,322.5,57.4,67.6,54.7,58.7,77.6,48.2,48.7,243.4,51.5,91.9
City411,726694,130.1,57.7,515.9,57.2,54.4,60.3,63.0,85.5,55.1,66.0,385.5,68.5,74.2
City412,55575,130.5,33.0,547.3,31.3,62.7,42.2,33.6,72.4,27.9,47.7,189.8,38.7,45.6
City413,31327,97.8,70.1,305.9,54.0,68.8,68.0,62.4,79.4,61.7,58.4,410.9,61.1,78.2
City414,1605181,700.2,21.5,720.1,33.9,41.4,29.4,17.1,69.4,37.1,45.8,139.5,38.9,74.6
City415,427299,104.4,29.5,747.4,34.2,31.9,25.8,24.5,67.2,39.9,34.2,165.2,43.7,66.7
City416,94100,530.3,33.1,526.0,33.8,26.2,42.2,27.5,66.4,37.6,34.4,207.8,25.4,81.6
City417,2353967,154.6,64.8,481.1,51.8,82.5,58.4,60.7,81.3,56.9,76.6,301.1,50.0,73.1
City418,315509,50.0,35.6,508.0,37.5,21.1,25.8,15.2,53.7,20.9,26.0,172.2,12.9,64.9
City419,1398647,123.4,45.1,738.8,32.5,46.0,29.9,39.0,58.0,27.4,33.1,249.5,54.4,56.0
City420,294939,59.4,17.2,719.1,21.5,40.8,5.7,12.4,55.7,5.3,14.3,8.1,14.0,64.6
City421,4804421,254.9,40.1,779.3,38.4,47.2,29.0,39.1,68.5,33.5,44.0,164.6,36.9,69.8
City422,3132923,58.6,43.1,545.5,31.1,25.5,22.9,30.2,58.2,27.9,32.4,130.4,33.6,70.5
City423,189368,743.4,19.3,617.0,23.0,29.6,12.6,11.2,56.6,13.2,29.3,92.4,19.9,67.2
City424,1045702,219.4,64.3,412.4,46.8,44.1,55.9,45.2,69.6,41.4,59.3,305.7,36.7,83.4
City425,662334,197.7,63.2,460.8,49.7,49.9,50.4,48.5,63.4,44.3,67.5,222.0,47.7,56.0
City426,1823164,537.6,43.2,432.8,59.2,44.2,36.9,50.1,66.8,39.1,54.3,231.8,33.3,83.0
City427,69501,778.0,13.6,844.5,14.0,23.2,12.6,12.4,63.3,19.4,17.6,88.3,12.5,43.0
City428,701146,238.9,44.8,490.5,39.0,81.1,42.3,50.8,57.0,39.5,44.4,299.5,57.7,65.4
City429,1180908,97.0,48.2,445.5,50.6,50.1,48.7,40.2,68.0,40.2,63.4,241.2,45.0,74.3
City430,22874,50.0,34.6,721.7,35.8,41.0,39.8,47.0,52.3,39.6,31.8,189.0,46.5,71.1
City431,51197,107.4,58.3,278.4,50.6,57.1,69.3,59.4,74.1,51.2,57.8,298.9,43.6,87.6
City432,15445,116.7,30.8,677.7,45.3,28.9,39.2,25.0,50.8,22.5,25.9,210.9,46.8,48.4
City433,184025,278.2,52.8,426.6,51.4,55.1,39.8,29.3,71.4,24.8,27.7,172.2,23.0,57.4
City434,732749,161.7,49.0,448.6,47.1,42.8,52.3,48.3,64.7,39.6,61.1,270.9,66.0,71.9
City435,2198530,558.6,43.6,645.6,46.9,51.0,47.1,43.8,79.4,57.1,34.4,243.2,60.6,62.2
City436,297667,117.3,44.0,535.7,50.1,52.8,47.2,37.5,71.3,52.3,49.1,237.1,43.6,67.7
City437,2623609,228.5,54.9,374.1,51.9,71.9,51.6,63.0,81.7,62.8,70.6,355.5,55.4,56.3
City438,38865,1013.1,28.4,788.0,9.2,44.3,11.3,12.5,41.3,2.6,14.5,116.0,43.4,39.5
City439,24717,368.8,77.5,262.8,68.8,77.3,86.0,83.6,89.1,69.6,82.2,362.9,69.8,79.0
City440,248260,227.7,67.8,361.9,67.9,73.3,65.2,78.2,74.6,58.8,77.7,330.2,79.0,72.5
City441,459406,118.8,51.3,357.2,52.3,47.4,53.6,54.8,72.8,49.6,57.8,324.4,50.5,54.8
City442,256331,114.4,43.0,429.9,57.4,39.0,45.7,46.5,75.1,37.0,52.6,291.2,64.3,76.3
City443,14847,88.2,32.5,535.4,32.2,44.1,46.3,41.1,72.7,52.7,57.0,186.0,38.3,74.8
City444,236861,127.8,25.2,724.0,37.0,55.8,29.3,35.3,57.2,21.1,42.0,163.3,42.6,54.4
City445,43206,606.0,66.7,476.1,46.2,70.2,68.0,55.3,64.7,50.2,75.9,287.8,50.9,95.1
City446,685251,187.5,31.7,703.9,29.2,31.0,41.0,34.2,69.7,22.4,29.1,157.3,39.6,60.3
City447,448308,50.0,36.2,705.0,31.4,27.6,24.2,15.5,48.3,31.9,18.5,74.6,24.7,53.6
City448,71981,2042.2,94.7,339.7,70.3,66.0,79.1,71.2,76.2,60.2,79.6,406.8,77.0,84.9
City449,130690,359.2,9.1,866.5,19.7,39.1,20.7,24.3,50.2,10.5,22.3,179.8,21.7,48.7
City450,60906,50.0,26.5,611.3,34.5,40.5,24.8,33.7,47.1,25.5,35.1,221.3,18.7,63.8
City451,245794,144.0,36.2,479.9,35.6,55.1,46.6,44.1,57.6,38.6,58.7,218.9,28.6,73.4
City452,1021925,279.5,28.4,627.9,26.5,33.6,37.1,29.6,70.8,29.6,44.2,202.9,47.6,52.2
City453,67506,1892.2,50.2,468.6,58.7,66.9,59.8,55.9,81.8,50.9,47.6,312.6,74.5,73.4
City454,543434,64.7,37.4,590.1,25.5,49.4,27.2,43.1,70.4,42.7,33.8,134.1,23.8,67.5
City455,127725,789.4,33.2,553.7,38.4,40.5,20.7,30.1,51.6,25.6,26.9,101.3,15.9,64.4
City456,88431,1312.1,9.6,779.8,19.0,35.3,17.6,25.9,46.4,13.1,39.0,57.0,20.9,49.0
City457,230996,115.1,52.4,527.7,57.6,64.1,48.3,51.2,67.1,45.0,52.5,289.0,43.4,77.3
City458,62985,175.4,70.0,453.9,71.4,66.3,73.1,73.0,82.5,72.6,50.8,314.3,63.3,95.0
City459,123610,70.6,54.3,382.7,55.2,62.5,50.0,58.0,77.9,39.6,64.4,261.7,62.2,72.2
City460,50159,191.7,56.3,451.8,53.4,66.6,63.7,55.1,80.9,67.5,71.5,295.8,73.0,66.3
City461,4200084,234.2,13.2,792.6,20.4,34.8,11.1,12.5,40.3,13.2,12.5,63.4,41.4,61.3
City462,281917,540.0,37.9,481.7,49.6,54.2,53.1,49.8,59.8,53.5,42.2,281.0,46.1,68.7
City463,100748,905.3,39.0,539.9,51.3,31.7,39.4,31.9,59.2,36.7,44.1,157.2,46.3,71.5
City464,362062,99.7,75.5,451.2,54.5,57.2,67.5,62.7,77.9,50.8,58.6,329.8,66.2,98.1
City465,229289,50.0,92.3,100.0,85.5,79.3,84.9,87.2,83.1,74.3,88.4,426.3,73.1,109.3
City466,196937,238.5,11.3,675.2,40.4,27.8,22.0,24.6,54.4,13.7,37.3,139.9,28.5,47.3
City467,634018,348.0,52.7,449.8,37.5,61.6,52.0,56.0,69.9,53.9,37.7,228.0,42.7,76.2
City468,774916,330.1,66.6,420.6,65.7,75.0,60.2,82.8,68.1,67.4,63.3,319.3,52.4,76.2
City469,127682,165.3,1.0,666.4,34.0,41.8,10.5,2.5,49.3,14.2,11.4,128.1,18.1,59.9
City470,119833,284.2,17.6,657.2,32.3,46.2,34.0,38.3,47.1,26.7,26.3,94.5,19.7,61.0
City471,182577,1508.0,74.1,318.8,64.5,70.8,68.3,61.2,74.0,74.2,77.6,328.9,61.4,82.9
City472,10692,386.9,70.6,373.5,74.9,75.5,70.1,87.8,76.0,64.3,82.2,360.4,65.5,68.9
City473,32168,156.3,13.2,637.1,44.3,34.5,7.2,14.2,44.8,25.2,10.3,92.7,19.1,48.1
City474,1818684,134.3,59.7,431.5,53.7,55.9,56.0,65.4,73.7,48.4,51.4,265.0,48.2,78.3
